free_flow_speed_kmh,weekend,time_period,travel_time_category,speed_kmh,rush_hours,hour,congestion_level,travel_time_per_10_km_min
21.5,1,late night,heavy,17.4,0,1,23.2,34.3
21.4,1,late night,heavy,20.0,0,2,7.1,29.9
21.6,1,late night,heavy,20.9,0,3,3.6,28.6
21.8,1,late night,heavy,22.3,0,4,0.0,26.8
22.8,1,late night,heavy,23.9,0,5,0.0,25.0
22.9,1,morning,heavy,23.2,0,6,0.0,25.8
22.5,1,morning,heavy,21.4,1,7,4.8,27.9
22.5,1,morning,heavy,20.7,1,8,8.7,28.8
22.7,1,morning,heavy,18.8,1,9,20.6,31.8
22.5,1,morning,heavy,17.7,1,10,27.5,33.8
22.4,1,morning,heavy,16.8,1,11,33.7,35.6
22.1,1,afternoon,heavy,16.5,1,12,33.9,36.2
22.2,1,afternoon,heavy,16.2,1,13,37.1,36.8
22.1,1,afternoon,heavy,15.9,1,14,38.7,37.6
21.9,1,afternoon,heavy,15.9,1,15,37.5,37.5
21.6,1,afternoon,heavy,14.8,1,16,46.5,40.5
21.7,1,evening,heavy,15.5,1,17,39.3,38.5
21.9,1,evening,heavy,13.6,1,18,60.8,44.0
21.8,1,evening,heavy,14.9,1,19,45.6,40.0
22.1,1,evening,heavy,17.0,0,20,29.6,35.1
21.9,1,night,heavy,16.9,0,21,29.7,35.3
22.3,1,night,heavy,19.2,0,22,15.5,31.0
22.1,1,night,heavy,19.9,0,23,11.2,30.0
22.1,0,late night,heavy,21.5,0,0,2.3,27.7
21.8,0,late night,heavy,22.0,0,1,0.0,27.2
22.2,0,late night,heavy,23.5,0,2,0.0,25.4
21.9,0,late night,heavy,23.2,0,3,0.0,25.8
22.0,0,late night,heavy,23.3,0,4,0.0,25.7
23.2,0,late night,heavy,23.2,0,5,0.0,25.7
22.6,0,morning,heavy,17.3,0,6,30.4,34.5
21.9,0,morning,heavy,14.3,1,7,52.5,41.7
21.6,0,morning,heavy,10.7,1,8,102.0,56.0
21.4,0,morning,heavy,10.3,1,9,107.1,57.8
21.4,0,morning,heavy,10.3,1,10,106.9,57.8
20.8,0,morning,heavy,10.2,1,11,102.7,58.3
21.4,0,afternoon,heavy,10.9,1,12,94.8,54.5
21.3,0,afternoon,heavy,11.2,1,13,89.4,53.2
21.4,0,afternoon,heavy,12.4,1,14,72.8,48.2
21.4,0,afternoon,heavy,12.0,1,15,78.4,49.8
21.6,0,afternoon,heavy,12.9,1,16,66.5,46.2
21.2,0,evening,heavy,12.7,1,17,66.4,46.9
21.5,0,evening,heavy,13.0,1,18,65.6,46.0
21.4,0,evening,heavy,14.9,1,19,43.6,40.2
21.2,0,evening,heavy,15.8,0,20,33.9,37.8
21.7,0,night,heavy,16.8,0,21,28.7,35.5
21.6,0,night,heavy,17.7,0,22,22.0,33.7
21.9,0,night,heavy,18.7,0,23,17.0,32.0
21.6,0,late night,heavy,19.5,0,0,10.5,30.6
21.5,0,late night,heavy,21.0,0,1,2.7,28.5
22.0,0,late night,heavy,22.5,0,2,0.0,26.5
21.6,0,late night,heavy,22.3,0,3,0.0,26.8
22.5,0,late night,heavy,23.4,0,4,0.0,25.6
22.5,0,late night,heavy,23.0,0,5,0.0,25.9
22.2,0,morning,heavy,17.4,0,6,27.5,34.3
21.9,0,morning,heavy,14.0,1,7,56.3,42.6
21.3,0,morning,heavy,10.6,1,8,100.7,56.3
21.4,0,morning,heavy,9.2,1,9,132.9,65.1
21.3,0,morning,heavy,9.7,1,10,118.6,61.3
21.2,0,morning,heavy,9.8,1,11,114.6,60.7
20.9,0,afternoon,heavy,9.8,1,12,113.5,61.0
20.9,0,afternoon,heavy,10.4,1,13,100.2,57.4
21.0,0,afternoon,heavy,11.3,1,14,85.7,52.8
21.2,0,afternoon,heavy,12.1,1,15,74.5,49.2
21.3,0,afternoon,heavy,12.8,1,16,65.7,46.5
21.2,0,evening,heavy,11.8,1,17,79.3,50.6
21.2,0,evening,heavy,12.2,1,18,73.7,48.9
21.2,0,evening,heavy,13.8,1,19,52.8,43.2
21.1,0,evening,heavy,14.2,0,20,48.5,42.1
21.5,0,night,heavy,16.2,0,21,32.5,36.9
21.3,0,night,heavy,15.3,0,22,38.6,38.9
21.6,0,night,heavy,18.2,0,23,18.6,32.9
21.4,0,late night,heavy,19.1,0,0,12.2,31.3
21.3,0,late night,heavy,20.3,0,1,4.9,29.4
21.3,0,late night,heavy,21.6,0,2,0.0,27.6
21.7,0,late night,heavy,22.1,0,3,0.0,27.0
22.1,0,late night,heavy,22.9,0,4,0.0,26.0
22.5,0,late night,heavy,22.1,0,5,1.8,27.0
22.4,0,morning,heavy,18.0,0,6,24.6,33.3
22.0,0,morning,heavy,14.9,1,7,47.2,40.1
21.3,0,morning,heavy,11.3,1,8,87.7,52.6
21.2,0,morning,heavy,9.7,1,9,117.8,61.5
21.3,0,morning,heavy,9.5,1,10,122.7,62.7
21.3,0,morning,heavy,9.7,1,11,117.9,61.3
20.8,0,afternoon,heavy,9.7,1,12,114.0,61.4
20.5,0,afternoon,heavy,9.9,1,13,107.4,60.5
20.6,0,afternoon,heavy,10.3,1,14,99.5,58.0
20.9,0,afternoon,heavy,11.5,1,15,81.4,51.9
21.2,0,afternoon,heavy,11.3,1,16,86.3,52.7
21.2,0,evening,heavy,11.8,1,17,78.4,50.4
21.2,0,evening,heavy,10.8,1,18,96.0,55.4
20.9,0,evening,heavy,12.4,1,19,67.8,48.0
20.8,0,evening,heavy,13.6,0,20,52.8,43.9
21.0,0,night,heavy,14.2,0,21,47.5,42.0
21.2,0,night,heavy,15.1,0,22,40.5,39.7
21.2,0,night,heavy,16.5,0,23,28.8,36.3
21.0,0,late night,heavy,16.9,0,0,24.1,35.3
21.2,0,late night,heavy,19.2,0,1,10.5,31.2
21.6,0,late night,heavy,21.3,0,2,1.2,28.1
21.6,0,late night,heavy,21.4,0,3,0.7,27.9
21.4,0,late night,heavy,22.3,0,4,0.0,26.8
22.7,0,late night,heavy,22.7,0,5,0.1,26.3
22.4,0,morning,heavy,18.0,0,6,23.9,33.2
21.9,0,morning,heavy,14.5,1,7,50.9,41.1
21.4,0,morning,heavy,10.8,1,8,97.4,55.2
21.2,0,morning,heavy,9.3,1,9,126.0,63.9
21.1,0,morning,heavy,9.8,1,10,114.0,60.6
21.1,0,morning,heavy,10.1,1,11,108.0,59.0
20.9,0,afternoon,heavy,10.2,1,12,103.7,58.3
20.9,0,afternoon,heavy,10.1,1,13,106.9,59.1
21.2,0,afternoon,heavy,11.2,1,14,89.4,53.4
21.3,0,afternoon,heavy,11.3,1,15,88.1,52.7
21.0,0,afternoon,heavy,11.5,1,16,83.1,52.0
21.0,0,evening,heavy,11.4,1,17,83.5,52.2
20.9,0,evening,heavy,10.8,1,18,92.8,55.1
20.9,0,evening,heavy,11.7,1,19,77.5,50.8
20.7,0,evening,heavy,13.0,0,20,58.5,45.8
21.4,0,night,heavy,14.9,0,21,43.1,40.0
21.1,0,night,heavy,13.9,0,22,51.4,43.0
21.1,0,night,heavy,15.2,0,23,38.7,39.3
20.9,0,late night,heavy,15.1,0,0,38.0,39.5
20.8,0,late night,heavy,17.0,0,1,22.1,35.2
20.8,0,late night,heavy,18.9,0,2,10.1,31.7
21.5,0,late night,heavy,21.3,0,3,0.6,28.0
21.7,0,late night,heavy,22.5,0,4,0.0,26.6
22.7,0,late night,heavy,22.2,0,5,2.1,26.9
22.4,0,morning,heavy,18.0,0,6,24.4,33.1
22.4,0,morning,heavy,15.4,1,7,44.9,38.8
21.7,0,morning,heavy,12.6,1,8,70.9,47.2
21.2,0,morning,heavy,10.4,1,9,102.8,57.2
21.4,0,morning,heavy,10.9,1,10,96.3,55.0
21.4,0,morning,heavy,11.3,1,11,88.8,52.8
21.2,0,afternoon,heavy,10.3,1,12,104.3,57.8
21.1,0,afternoon,heavy,11.3,1,13,86.1,52.7
21.4,0,afternoon,heavy,12.1,1,14,76.7,49.4
21.3,0,afternoon,heavy,12.3,1,15,73.3,48.6
21.5,0,afternoon,heavy,12.5,1,16,71.9,47.8
21.5,0,evening,heavy,13.2,1,17,62.7,45.3
21.5,0,evening,heavy,12.3,1,18,74.7,48.6
21.3,0,evening,heavy,13.1,1,19,62.2,45.5
21.4,0,evening,heavy,13.5,0,20,58.9,44.3
21.4,0,night,heavy,15.2,0,21,40.7,39.2
21.2,0,night,heavy,15.1,0,22,40.4,39.7
21.2,0,night,heavy,16.1,0,23,31.4,37.1
21.3,1,late night,heavy,16.7,0,0,27.6,35.8
21.3,1,late night,heavy,18.2,0,1,17.0,32.9
21.4,1,late night,heavy,20.2,0,2,5.9,29.6
21.5,1,late night,heavy,21.7,0,3,0.0,27.5
21.9,1,late night,heavy,22.9,0,4,0.0,26.1
22.5,1,late night,heavy,23.9,0,5,0.0,25.0
22.7,1,morning,heavy,22.4,0,6,1.5,26.7
22.0,1,morning,heavy,20.2,1,7,8.8,29.6
22.5,1,morning,heavy,19.4,1,8,15.9,30.8
21.9,1,morning,heavy,17.2,1,9,27.5,34.8
21.8,1,morning,heavy,16.1,1,10,34.9,37.1
21.6,1,morning,heavy,15.2,1,11,42.3,39.4
21.2,1,afternoon,heavy,13.8,1,12,53.1,43.1
21.1,1,afternoon,heavy,13.6,1,13,54.7,43.9
20.6,1,afternoon,heavy,11.5,1,14,78.4,51.7
20.6,1,afternoon,heavy,11.0,1,15,87.0,54.3
20.7,1,afternoon,heavy,10.4,1,16,98.8,57.4
20.6,1,evening,heavy,10.9,1,17,87.9,54.6
21.0,1,evening,heavy,10.9,1,18,91.3,54.6
21.4,1,evening,heavy,13.2,1,19,61.5,45.2
21.4,1,evening,heavy,15.1,0,20,41.0,39.5
21.4,1,night,heavy,14.6,0,21,46.1,40.8
21.4,1,night,heavy,15.5,0,22,37.5,38.5
21.5,1,night,heavy,16.5,0,23,29.9,36.2
21.5,1,late night,heavy,17.1,0,0,25.5,34.9
21.4,1,late night,heavy,18.4,0,1,16.0,32.4
21.3,1,late night,heavy,20.1,0,2,6.1,29.8
21.7,1,late night,heavy,21.3,0,3,1.9,28.0
22.1,1,late night,heavy,23.2,0,4,0.0,25.8
22.5,1,late night,heavy,24.0,0,5,0.0,24.9
22.5,1,morning,heavy,23.3,0,6,0.0,25.7
22.7,1,morning,heavy,22.8,1,7,0.0,26.2
23.0,1,morning,heavy,22.0,1,8,4.2,27.1
22.5,1,morning,heavy,19.3,1,9,16.5,30.9
22.8,1,morning,heavy,18.4,1,10,23.8,32.4
22.4,1,morning,heavy,17.2,1,11,30.4,34.8
22.5,1,afternoon,heavy,16.6,1,12,35.4,35.9
22.1,1,afternoon,heavy,16.5,1,13,33.7,36.1
22.2,1,afternoon,heavy,16.0,1,14,38.6,37.4
22.4,1,afternoon,heavy,15.5,1,15,44.0,38.5
22.0,1,afternoon,heavy,16.6,1,16,32.5,35.9
20.9,1,evening,heavy,13.8,1,17,51.6,43.3
21.5,1,evening,heavy,14.0,1,18,53.5,42.6
21.9,1,evening,heavy,15.3,1,19,42.8,39.0
22.1,1,evening,heavy,16.7,0,20,32.0,35.7
21.9,1,night,heavy,16.3,0,21,34.4,36.7
22.2,1,night,heavy,19.0,0,22,16.7,31.5
22.4,1,night,heavy,19.7,0,23,13.6,30.4
22.1,0,late night,heavy,20.1,0,0,9.7,29.7
21.6,0,late night,heavy,21.0,0,1,2.6,28.4
21.6,0,late night,heavy,21.9,0,2,0.0,27.3
21.5,0,late night,heavy,22.8,0,3,0.0,26.2
22.3,0,late night,heavy,23.7,0,4,0.0,25.2
23.1,0,late night,heavy,23.2,0,5,0.0,25.7
22.6,0,morning,heavy,17.9,0,6,26.0,33.3
22.1,0,morning,heavy,14.7,1,7,49.6,40.5
21.2,0,morning,heavy,12.2,1,8,73.3,48.9
21.1,0,morning,heavy,10.6,1,9,98.0,56.1
21.0,0,morning,heavy,10.0,1,10,109.2,59.6
20.8,0,morning,heavy,10.0,1,11,108.5,59.9
20.7,0,afternoon,heavy,9.9,1,12,108.2,60.0
20.8,0,afternoon,heavy,10.6,1,13,96.0,56.3
21.0,0,afternoon,heavy,10.7,1,14,96.3,55.9
21.2,0,afternoon,heavy,11.5,1,15,83.3,51.7
21.1,0,afternoon,heavy,11.4,1,16,85.1,52.4
21.1,0,evening,heavy,12.3,1,17,71.9,48.7
21.4,0,evening,heavy,12.3,1,18,73.5,48.4
21.1,0,evening,heavy,14.0,1,19,51.0,42.7
21.1,0,evening,heavy,15.9,0,20,32.9,37.7
21.5,0,night,heavy,17.1,0,21,26.3,35.0
21.7,0,night,heavy,17.0,0,22,27.7,35.2
21.3,0,night,heavy,17.2,0,23,23.5,34.7
21.2,0,late night,heavy,19.0,0,0,11.8,31.5
21.3,0,late night,heavy,19.7,0,1,8.0,30.3
21.4,0,late night,heavy,21.5,0,2,0.0,27.7
22.0,0,late night,heavy,22.5,0,3,0.0,26.6
22.0,0,late night,heavy,22.9,0,4,0.0,26.1
22.8,0,late night,heavy,22.7,0,5,0.2,26.3
22.5,0,morning,heavy,18.0,0,6,25.3,33.3
21.7,0,morning,heavy,14.2,1,7,52.1,42.0
21.3,0,morning,heavy,11.2,1,8,89.2,53.2
21.0,0,morning,heavy,8.6,1,9,142.7,69.1
21.0,0,morning,heavy,8.2,1,10,156.4,73.1
20.5,0,morning,heavy,8.4,1,11,142.4,70.7
20.4,0,afternoon,heavy,9.0,1,12,127.4,66.6
20.7,0,afternoon,heavy,9.7,1,13,113.0,61.6
21.0,0,afternoon,heavy,11.1,1,14,88.1,53.6
21.2,0,afternoon,heavy,11.4,1,15,85.4,52.4
21.2,0,afternoon,heavy,11.9,1,16,77.6,50.2
21.2,0,evening,heavy,12.0,1,17,76.7,49.9
21.4,0,evening,heavy,11.6,1,18,84.1,51.5
21.1,0,evening,heavy,13.0,1,19,61.0,45.8
21.1,0,evening,heavy,14.8,0,20,41.9,40.3
21.3,0,night,heavy,16.2,0,21,31.2,36.8
21.3,0,night,heavy,15.4,0,22,38.2,38.8
21.4,0,night,heavy,16.5,0,23,29.5,36.2
21.5,0,late night,heavy,17.6,0,0,21.9,33.9
21.3,0,late night,heavy,20.2,0,1,5.3,29.6
21.3,0,late night,heavy,21.2,0,2,0.4,28.2
21.9,0,late night,heavy,22.4,0,3,0.0,26.7
22.1,0,late night,heavy,22.8,0,4,0.0,26.2
22.7,0,late night,heavy,22.4,0,5,1.1,26.7
22.6,0,morning,heavy,17.5,0,6,29.1,34.2
21.9,0,morning,heavy,13.7,1,7,59.2,43.6
21.4,0,morning,heavy,11.2,1,8,91.8,53.5
21.2,0,morning,heavy,9.5,1,9,122.9,62.8
20.7,0,morning,heavy,8.5,1,10,143.8,70.4
20.7,0,morning,heavy,8.8,1,11,134.3,67.8
20.8,0,afternoon,heavy,9.0,1,12,129.7,66.1
20.8,0,afternoon,heavy,9.4,1,13,121.5,63.7
20.8,0,afternoon,heavy,10.0,1,14,107.9,59.8
20.9,0,afternoon,heavy,10.8,1,15,93.8,55.4
21.2,0,afternoon,heavy,11.5,1,16,84.5,51.9
21.2,0,evening,heavy,10.6,1,17,99.5,56.3
21.1,0,evening,heavy,10.6,1,18,98.3,56.2
20.9,0,evening,heavy,12.1,1,19,72.1,49.3
20.8,0,evening,heavy,13.9,0,20,50.1,43.1
21.0,0,night,heavy,13.9,0,21,51.6,43.1
21.4,0,night,heavy,15.0,0,22,43.2,39.9
21.2,0,night,heavy,14.9,0,23,41.4,40.0
21.2,0,late night,heavy,16.8,0,0,25.9,35.5
20.9,0,late night,heavy,19.1,0,1,9.6,31.3
21.3,0,late night,heavy,20.8,0,2,2.1,28.7
22.0,0,late night,heavy,22.5,0,3,0.0,26.5
21.8,0,late night,heavy,22.6,0,4,0.0,26.4
22.7,0,late night,heavy,22.6,0,5,0.4,26.4
22.0,0,morning,heavy,17.3,0,6,27.2,34.5
21.7,0,morning,heavy,13.6,1,7,59.1,43.8
21.4,0,morning,heavy,11.5,1,8,86.4,52.0
21.3,0,morning,heavy,9.6,1,9,121.0,62.1
20.9,0,morning,heavy,8.8,1,10,136.2,67.6
20.8,0,morning,heavy,8.3,1,11,148.7,71.6
20.6,0,afternoon,heavy,8.3,1,12,146.0,71.4
20.8,0,afternoon,heavy,9.3,1,13,122.6,64.0
20.9,0,afternoon,heavy,9.9,1,14,111.5,60.5
21.2,0,afternoon,heavy,11.2,1,15,88.2,53.1
21.0,0,afternoon,heavy,10.9,1,16,91.7,54.6
21.0,0,evening,heavy,10.7,1,17,95.4,55.8
20.9,0,evening,heavy,10.2,1,18,103.3,58.2
20.8,0,evening,heavy,11.2,1,19,85.7,53.3
20.5,0,evening,heavy,11.5,0,20,77.9,51.9
21.1,0,night,heavy,13.6,0,21,54.7,43.9
20.8,0,night,heavy,12.2,0,22,70.9,49.1
20.7,0,night,heavy,12.9,0,23,60.4,46.4
20.8,0,late night,heavy,15.5,0,0,34.0,38.5
20.6,0,late night,heavy,16.1,0,1,28.0,37.2
20.9,0,late night,heavy,18.8,0,2,10.9,31.8
21.0,0,late night,heavy,20.9,0,3,0.5,28.5
21.9,0,late night,heavy,22.9,0,4,0.0,26.1
22.6,0,late night,heavy,22.5,0,5,0.5,26.5
22.5,0,morning,heavy,18.2,0,6,23.4,32.8
21.8,0,morning,heavy,14.8,1,7,46.9,40.2
21.6,0,morning,heavy,12.4,1,8,74.4,48.2
21.5,0,morning,heavy,10.2,1,9,108.9,58.2
20.7,0,morning,heavy,9.0,1,10,129.0,66.2
20.5,0,morning,heavy,9.6,1,11,113.3,62.1
20.9,0,afternoon,heavy,10.5,1,12,98.9,56.9
21.1,0,afternoon,heavy,11.0,1,13,90.8,54.2
21.2,0,afternoon,heavy,10.8,1,14,96.2,55.4
21.2,0,afternoon,heavy,11.5,1,15,83.4,51.8
21.2,0,afternoon,heavy,11.9,1,16,77.4,50.1
21.4,0,evening,heavy,12.3,1,17,73.4,48.5
21.5,0,evening,heavy,12.6,1,18,69.8,47.3
21.5,0,evening,heavy,13.7,1,19,56.3,43.6
21.2,0,evening,heavy,14.1,0,20,50.0,42.3
21.5,0,night,heavy,15.4,0,21,39.2,38.8
21.3,0,night,heavy,14.0,0,22,51.3,42.6
21.5,0,night,heavy,15.7,0,23,36.6,38.1
21.5,1,late night,heavy,16.6,0,0,29.4,36.0
21.2,1,late night,heavy,18.0,0,1,18.2,33.3
21.7,1,late night,heavy,20.3,0,2,6.6,29.4
21.7,1,late night,heavy,21.7,0,3,0.0,27.6
22.0,1,late night,heavy,23.0,0,4,0.0,26.0
22.6,1,late night,heavy,23.6,0,5,0.0,25.3
22.9,1,morning,heavy,22.3,0,6,2.4,26.7
22.5,1,morning,heavy,19.8,1,7,13.5,30.2
22.5,1,morning,heavy,18.7,1,8,20.6,32.0
22.6,1,morning,heavy,17.1,1,9,32.1,35.0
22.4,1,morning,heavy,15.1,1,10,47.7,39.5
22.1,1,morning,heavy,13.0,1,11,69.9,45.9
21.8,1,afternoon,heavy,13.4,1,12,62.8,44.6
20.8,1,afternoon,heavy,11.6,1,13,78.2,51.3
21.0,1,afternoon,heavy,12.1,1,14,74.1,49.5
21.3,1,afternoon,heavy,11.3,1,15,88.4,52.9
21.2,1,afternoon,heavy,12.3,1,16,71.9,48.4
21.6,1,evening,heavy,14.0,1,17,54.1,42.7
21.7,1,evening,heavy,12.1,1,18,78.7,49.2
21.6,1,evening,heavy,13.9,1,19,55.2,43.0
21.6,1,evening,heavy,15.3,0,20,40.9,39.0
21.7,1,night,heavy,16.1,0,21,34.2,37.0
21.8,1,night,heavy,15.3,0,22,42.2,39.0
21.4,1,night,heavy,14.3,0,23,48.8,41.6
21.5,1,late night,heavy,14.6,0,0,46.6,40.8
21.7,1,late night,heavy,16.9,0,1,27.8,35.3
21.4,1,late night,heavy,18.3,0,2,16.8,32.7
21.7,1,late night,heavy,21.0,0,3,3.3,28.4
22.1,1,late night,heavy,22.4,0,4,0.0,26.7
22.8,1,late night,heavy,23.6,0,5,0.0,25.4
23.3,1,morning,heavy,23.2,0,6,0.6,25.8
22.9,1,morning,heavy,21.7,1,7,5.2,27.5
22.7,1,morning,heavy,18.8,1,8,20.4,31.8
22.9,1,morning,heavy,17.1,1,9,33.8,35.0
22.7,1,morning,heavy,16.0,1,10,41.5,37.3
22.5,1,morning,heavy,16.4,1,11,36.7,36.3
22.2,1,afternoon,heavy,15.4,1,12,43.6,38.7
22.2,1,afternoon,heavy,16.2,1,13,36.8,36.9
22.2,1,afternoon,heavy,15.5,1,14,43.2,38.6
22.0,1,afternoon,heavy,15.2,1,15,44.6,39.2
22.0,1,afternoon,heavy,16.3,1,16,35.3,36.7
21.9,1,evening,heavy,15.4,1,17,41.6,38.7
21.5,1,evening,heavy,15.5,1,18,38.9,38.6
21.5,1,evening,heavy,15.1,1,19,42.8,39.7
21.9,1,evening,heavy,17.2,0,20,27.4,34.8
22.0,1,night,heavy,17.5,0,21,25.9,34.2
22.1,1,night,heavy,18.7,0,22,18.2,32.0
22.0,1,night,heavy,18.8,0,23,16.9,31.8
21.7,0,late night,heavy,19.2,0,0,13.0,31.2
21.7,0,late night,heavy,20.6,0,1,5.2,29.0
21.6,0,late night,heavy,22.3,0,2,0.0,26.8
21.5,0,late night,heavy,22.3,0,3,0.0,26.8
22.1,0,late night,heavy,23.0,0,4,0.0,26.0
23.0,0,late night,heavy,22.3,0,5,3.0,26.8
22.5,0,morning,heavy,17.3,0,6,30.0,34.6
22.0,0,morning,heavy,12.8,1,7,71.2,46.6
21.6,0,morning,heavy,10.2,1,8,111.3,58.6
21.5,0,morning,heavy,9.1,1,9,134.0,65.2
21.0,0,morning,heavy,8.1,1,10,159.5,73.9
20.4,0,morning,heavy,8.7,1,11,132.8,68.2
20.9,0,afternoon,heavy,9.4,1,12,120.8,63.3
21.0,0,afternoon,heavy,10.5,1,13,100.4,57.0
21.2,0,afternoon,heavy,11.3,1,14,86.5,52.7
21.4,0,afternoon,heavy,11.5,1,15,85.5,51.9
21.2,0,afternoon,heavy,11.5,1,16,83.1,51.7
21.3,0,evening,heavy,12.2,1,17,74.3,48.9
21.8,0,evening,heavy,13.2,1,18,65.4,45.4
21.4,0,evening,heavy,15.3,1,19,40.2,39.1
21.4,0,evening,heavy,16.2,0,20,31.7,36.9
21.5,0,night,heavy,16.6,0,21,29.6,36.0
21.7,0,night,heavy,17.3,0,22,25.2,34.5
21.7,0,night,heavy,18.4,0,23,18.0,32.6
21.4,0,late night,heavy,19.4,0,0,10.3,30.8
21.5,0,late night,heavy,20.8,0,1,3.3,28.7
21.4,0,late night,heavy,21.8,0,2,0.0,27.5
21.9,0,late night,heavy,22.1,0,3,0.0,27.1
22.0,0,late night,heavy,23.1,0,4,0.0,25.9
22.7,0,late night,heavy,22.3,0,5,1.9,26.8
22.5,0,morning,heavy,17.9,0,6,25.2,33.3
21.9,0,morning,heavy,14.3,1,7,53.1,41.7
21.5,0,morning,heavy,10.7,1,8,100.9,55.9
21.2,0,morning,heavy,9.3,1,9,126.0,63.8
20.8,0,morning,heavy,8.7,1,10,139.5,68.8
20.7,0,morning,heavy,8.8,1,11,135.2,67.9
20.6,0,afternoon,heavy,8.5,1,12,142.1,70.4
20.6,0,afternoon,heavy,9.5,1,13,116.5,62.9
21.1,0,afternoon,heavy,10.0,1,14,109.7,59.5
21.3,0,afternoon,heavy,10.8,1,15,96.7,55.3
21.5,0,afternoon,heavy,11.0,1,16,94.8,54.3
21.0,0,evening,heavy,10.8,1,17,94.1,55.4
21.0,0,evening,heavy,10.8,1,18,94.8,55.4
21.0,0,evening,heavy,12.9,1,19,62.9,46.3
21.1,0,evening,heavy,14.9,0,20,41.9,40.2
21.5,0,night,heavy,16.0,0,21,34.2,37.4
21.3,0,night,heavy,15.5,0,22,37.8,38.6
21.9,0,night,heavy,17.9,0,23,22.4,33.5
21.6,0,late night,heavy,18.7,0,0,15.6,32.0
21.4,0,late night,heavy,20.2,0,1,5.5,29.5
21.4,0,late night,heavy,21.2,0,2,0.8,28.1
21.6,0,late night,heavy,22.2,0,3,0.0,26.9
21.8,0,late night,heavy,22.5,0,4,0.0,26.5
22.9,0,late night,heavy,22.2,0,5,3.3,26.9
22.5,0,morning,heavy,17.8,0,6,26.6,33.7
22.0,0,morning,heavy,13.5,1,7,61.9,44.1
21.5,0,morning,heavy,10.6,1,8,101.7,56.2
21.1,0,morning,heavy,9.2,1,9,129.6,65.1
20.9,0,morning,heavy,8.7,1,10,139.0,68.4
20.7,0,morning,heavy,9.5,1,11,117.2,62.8
20.7,0,afternoon,heavy,9.3,1,12,120.9,63.9
20.8,0,afternoon,heavy,9.6,1,13,115.5,61.8
21.1,0,afternoon,heavy,10.5,1,14,99.8,56.7
21.2,0,afternoon,heavy,10.5,1,15,100.9,56.8
21.1,0,afternoon,heavy,10.5,1,16,99.9,56.8
21.0,0,evening,heavy,10.9,1,17,91.7,54.6
20.9,0,evening,heavy,10.8,1,18,93.0,55.1
21.1,0,evening,heavy,13.5,1,19,56.1,44.3
20.9,0,evening,heavy,14.3,0,20,45.4,41.7
21.3,0,night,heavy,15.9,0,21,33.8,37.6
21.4,0,night,heavy,15.0,0,22,42.0,39.8
21.5,0,night,heavy,17.1,0,23,25.1,34.8
21.1,0,late night,heavy,18.1,0,0,16.5,33.1
21.3,0,late night,heavy,19.9,0,1,7.2,30.1
21.6,0,late night,heavy,21.4,0,2,1.0,27.9
21.8,0,late night,heavy,22.2,0,3,0.0,26.9
21.6,0,late night,heavy,22.5,0,4,0.0,26.5
22.6,0,late night,heavy,22.0,0,5,2.5,27.2
22.9,0,morning,heavy,18.3,0,6,24.8,32.6
22.0,0,morning,heavy,13.0,1,7,69.1,46.1
21.3,0,morning,heavy,10.6,1,8,100.5,56.2
21.1,0,morning,heavy,9.2,1,9,128.2,64.7
20.7,0,morning,heavy,8.2,1,10,150.8,72.4
20.5,0,morning,heavy,9.0,1,11,127.6,66.4
20.6,0,afternoon,heavy,8.7,1,12,136.8,68.7
20.6,0,afternoon,heavy,9.0,1,13,129.3,66.5
20.8,0,afternoon,heavy,10.1,1,14,104.9,58.9
21.1,0,afternoon,heavy,11.1,1,15,88.7,53.6
20.9,0,afternoon,heavy,10.5,1,16,98.4,56.9
21.1,0,evening,heavy,10.6,1,17,99.5,56.5
21.1,0,evening,heavy,10.9,1,18,92.9,54.7
20.9,0,evening,heavy,12.8,1,19,62.6,46.5
21.0,0,evening,heavy,13.3,0,20,57.7,44.9
21.3,0,night,heavy,13.7,0,21,54.8,43.6
20.9,0,night,heavy,13.1,0,22,59.6,45.6
21.1,0,night,heavy,15.4,0,23,36.8,38.8
21.1,0,late night,heavy,15.6,0,0,34.8,38.2
20.9,0,late night,heavy,17.2,0,1,21.9,34.8
20.9,0,late night,heavy,18.9,0,2,10.4,31.6
21.2,0,late night,heavy,20.6,0,3,2.9,28.9
21.8,0,late night,heavy,21.8,0,4,0.0,27.4
22.7,0,late night,heavy,22.0,0,5,3.2,27.2
22.4,0,morning,heavy,17.8,0,6,25.5,33.6
22.0,0,morning,heavy,14.6,1,7,50.7,41.0
21.7,0,morning,heavy,11.7,1,8,84.5,50.8
21.5,0,morning,heavy,10.7,1,9,100.2,55.8
21.5,0,morning,heavy,10.7,1,10,100.9,55.9
21.4,0,morning,heavy,11.3,1,11,90.0,53.0
21.3,0,afternoon,heavy,10.9,1,12,94.5,54.8
21.3,0,afternoon,heavy,11.4,1,13,87.0,52.4
21.5,0,afternoon,heavy,11.6,1,14,83.9,51.3
21.5,0,afternoon,heavy,12.2,1,15,76.1,49.0
21.5,0,afternoon,heavy,12.5,1,16,70.8,47.6
21.3,0,evening,heavy,12.7,1,17,68.0,47.1
21.6,0,evening,heavy,12.7,1,18,69.4,47.0
21.2,0,evening,heavy,13.4,1,19,58.1,44.7
