provider,region,instance_type,vCPU,ram_gb,storage_gb,bandwidth_tb,contract_type,usage_hours,monthly_cost($)
Azure,us-west-2,general,4,8,1000,0.98,On-Demand,720,99.77
Azure,eu-west-1,memory,8,8,500,3.39,On-Demand,720,130.42
GCP,ap-south-1,memory,4,16,1000,1.14,Reserved,360,73.64
GCP,us-west-2,general,4,64,100,3.07,Reserved,720,103.78
Azure,ap-south-1,general,4,64,200,4.68,On-Demand,720,179.26
Azure,ap-south-1,memory,4,32,100,1.21,Reserved,360,68.18
AWS,us-west-2,memory,8,32,1000,3.06,On-Demand,360,177.34
GCP,us-east-1,memory,2,8,1000,3.01,Reserved,720,67.23
GCP,eu-west-1,memory,16,16,500,2,On-Demand,360,173.76
AWS,us-west-2,general,2,32,1000,1.01,On-Demand,720,113.89
Azure,us-east-1,general,2,8,200,4,On-Demand,720,74.76
Azure,ap-south-1,compute,4,16,100,1.48,On-Demand,720,73.73
Azure,eu-west-1,compute,4,16,1000,1.29,On-Demand,720,114.46
Azure,us-east-1,general,8,32,500,0.6,On-Demand,360,139.34
AWS,us-east-1,compute,8,8,200,3.18,On-Demand,360,108.82
GCP,ap-south-1,general,4,32,100,4.19,Reserved,360,80.03
GCP,ap-south-1,memory,16,32,200,3.38,On-Demand,360,194.01
Azure,eu-west-1,general,8,32,200,2.03,On-Demand,720,138.67
AWS,ap-south-1,compute,4,8,500,4.45,Reserved,360,74.7
Azure,us-west-2,general,8,8,100,0.87,On-Demand,720,87.71
Azure,ap-south-1,compute,4,8,500,4.8,On-Demand,360,112.24
AWS,us-west-2,compute,16,32,100,2.41,Reserved,720,137.51
AWS,us-west-2,general,16,16,100,1.82,On-Demand,720,163.28
GCP,us-east-1,memory,8,64,500,0.63,On-Demand,720,168.88
GCP,eu-west-1,compute,4,32,100,2.72,Reserved,720,70.99
Azure,ap-south-1,compute,4,64,1000,2.42,On-Demand,720,195.7
Azure,us-east-1,compute,8,32,200,3.52,On-Demand,360,152.75
GCP,eu-west-1,general,4,8,100,2.93,Reserved,720,49.3
AWS,us-east-1,memory,16,16,200,2.49,Reserved,720,125.14
Azure,us-west-2,general,4,16,100,2.45,On-Demand,360,82.9
Azure,ap-south-1,compute,4,8,1000,3.3,On-Demand,720,121.7
AWS,us-east-1,general,4,32,100,2.98,On-Demand,360,106.12
Azure,eu-west-1,general,16,32,200,0.84,On-Demand,360,190.43
AWS,ap-south-1,general,4,64,200,3.89,Reserved,720,117.8
GCP,us-east-1,general,2,16,100,2.57,On-Demand,360,61.78
GCP,us-west-2,compute,2,16,1000,4.64,On-Demand,720,117.95
GCP,us-east-1,memory,8,16,100,2.86,On-Demand,720,107.01
GCP,eu-west-1,compute,2,32,500,1.42,On-Demand,720,90.33
GCP,eu-west-1,general,4,8,1000,4.93,Reserved,720,89.31
Azure,us-east-1,compute,8,16,200,1.87,Reserved,720,81.82
GCP,eu-west-1,compute,8,8,200,0.54,On-Demand,720,80.81
Azure,us-east-1,general,4,32,1000,3.03,Reserved,360,111.18
Azure,ap-south-1,compute,4,8,200,4.78,On-Demand,360,97.88
AWS,us-east-1,compute,4,32,500,4.44,On-Demand,720,137.26
Azure,us-east-1,general,16,8,1000,4.44,On-Demand,720,226.97
Azure,eu-west-1,compute,2,16,1000,0.53,On-Demand,720,91.53
GCP,eu-west-1,general,8,64,500,0.5,On-Demand,720,167.77
GCP,us-west-2,memory,4,16,200,4.1,Reserved,720,67.24
AWS,us-east-1,memory,2,32,200,2.81,Reserved,360,67.74
AWS,us-east-1,compute,4,8,100,3.93,On-Demand,360,81.07
Azure,eu-west-1,compute,8,16,100,2.51,On-Demand,720,114.96
AWS,ap-south-1,memory,2,16,1000,2.85,On-Demand,720,108.05
GCP,eu-west-1,compute,4,16,500,4.21,On-Demand,720,107.15
GCP,ap-south-1,memory,16,8,200,1.96,On-Demand,360,149.95
GCP,us-east-1,compute,2,64,500,2.98,Reserved,720,105.28
Azure,eu-west-1,general,4,64,100,0.59,On-Demand,720,135.88
Azure,eu-west-1,compute,2,16,200,4.41,On-Demand,360,90.39
AWS,eu-west-1,memory,4,8,100,1.36,On-Demand,360,57.94
GCP,us-west-2,memory,2,32,1000,4.08,On-Demand,720,134.44
Azure,eu-west-1,memory,4,8,100,4.23,On-Demand,720,87.96
Azure,us-east-1,compute,8,32,100,1.23,On-Demand,720,126.39
AWS,us-east-1,memory,4,8,100,4.17,On-Demand,360,83.23
GCP,us-east-1,memory,2,16,200,1.32,On-Demand,360,55.37
GCP,ap-south-1,general,4,32,200,1.95,On-Demand,720,96.28
AWS,ap-south-1,general,2,16,500,1.03,On-Demand,720,69.17
AWS,us-east-1,compute,8,32,500,1.21,On-Demand,360,138.19
AWS,us-east-1,memory,4,64,200,3.07,On-Demand,720,156.23
AWS,ap-south-1,memory,4,32,500,1.47,Reserved,360,79.58
GCP,us-west-2,general,8,32,100,2.91,Reserved,720,92.68
GCP,ap-south-1,general,2,16,200,0.68,On-Demand,720,49.89
AWS,us-west-2,memory,8,64,200,1.71,On-Demand,720,173.99
Azure,ap-south-1,compute,8,16,100,2.53,On-Demand,720,115.15
Azure,us-west-2,compute,16,32,1000,3.76,On-Demand,720,255.82
GCP,us-east-1,general,4,64,500,3.12,On-Demand,720,161.67
GCP,us-west-2,memory,4,16,500,3.39,On-Demand,360,100.14
AWS,eu-west-1,compute,2,8,1000,0.51,Reserved,360,54.57
Azure,eu-west-1,general,16,16,100,2.11,On-Demand,720,174.18
GCP,ap-south-1,general,16,8,500,1.94,On-Demand,360,162.6
Azure,us-east-1,memory,8,64,200,3.06,Reserved,720,140.72
AWS,eu-west-1,general,8,16,1000,4.42,On-Demand,360,167.18
GCP,eu-west-1,memory,8,16,200,3.32,On-Demand,720,115.22
GCP,us-west-2,general,8,8,100,3,On-Demand,360,97.56
Azure,ap-south-1,compute,16,16,200,2.92,Reserved,720,134.33
Azure,eu-west-1,general,2,8,500,4.12,On-Demand,720,90.07
GCP,ap-south-1,memory,2,16,500,4.63,On-Demand,720,96.49
Azure,us-west-2,memory,2,16,200,2.16,On-Demand,720,69.13
Azure,us-west-2,general,8,64,1000,1.51,On-Demand,360,218.6
AWS,ap-south-1,memory,4,32,500,4.2,On-Demand,360,135.1
Azure,us-west-2,memory,8,32,1000,3.98,Reserved,720,140.33
GCP,ap-south-1,general,2,8,500,4.4,On-Demand,720,83.88
AWS,us-east-1,general,8,8,100,3.44,On-Demand,720,106.66
GCP,ap-south-1,compute,8,8,100,3.2,On-Demand,360,99.28
AWS,ap-south-1,memory,16,8,500,0.91,On-Demand,720,161.89
AWS,us-west-2,memory,2,8,200,3.7,On-Demand,360,68.5
Azure,ap-south-1,general,4,8,200,3.84,On-Demand,720,89
Azure,us-west-2,memory,16,8,100,0.65,On-Demand,720,148.63
GCP,us-west-2,general,8,32,500,4.71,Reserved,720,116.07
Azure,us-east-1,general,4,16,1000,4.79,On-Demand,360,147.54
AWS,eu-west-1,general,8,8,100,2.28,Reserved,720,69.28
Azure,eu-west-1,memory,2,64,100,2.12,On-Demand,360,134.59
GCP,us-east-1,general,2,32,200,1.13,On-Demand,720,75.02
AWS,ap-south-1,compute,4,16,1000,0.75,On-Demand,360,104.15
GCP,us-west-2,general,2,16,200,4.36,On-Demand,720,81.36
Azure,ap-south-1,general,2,16,200,2.86,On-Demand,720,75.75
AWS,ap-south-1,compute,2,64,100,2.81,On-Demand,360,134.39
GCP,ap-south-1,general,4,16,1000,3.09,On-Demand,360,118.95
Azure,eu-west-1,general,4,8,200,0.75,On-Demand,360,59.8
Azure,us-west-2,compute,16,32,200,3.62,Reserved,720,156.02
GCP,us-west-2,general,4,16,1000,2.94,Reserved,720,84.72
AWS,eu-west-1,memory,4,64,200,3.74,On-Demand,720,162.26
GCP,eu-west-1,compute,8,64,200,3.35,Reserved,360,129.1
Azure,ap-south-1,compute,2,16,200,2.49,On-Demand,720,72.25
GCP,us-west-2,memory,8,8,500,0.79,On-Demand,360,95.77
Azure,eu-west-1,compute,4,8,100,0.68,On-Demand,360,54.41
AWS,ap-south-1,compute,2,8,1000,3.06,Reserved,360,71.09
GCP,eu-west-1,general,4,8,1000,2.2,On-Demand,360,100.7
AWS,ap-south-1,general,4,16,100,2.78,Reserved,720,58.98
GCP,ap-south-1,compute,8,16,500,4.68,On-Demand,720,139.67
Azure,us-west-2,memory,2,16,500,4.83,On-Demand,720,108.54
AWS,us-west-2,compute,4,64,100,2.44,Reserved,360,105.16
Azure,eu-west-1,memory,16,32,1000,2.76,On-Demand,720,246.37
GCP,ap-south-1,compute,2,8,500,2.77,Reserved,360,50.36
Azure,ap-south-1,general,8,8,100,4.71,On-Demand,360,123.99
GCP,ap-south-1,general,8,8,1000,2.51,On-Demand,720,131.85
AWS,us-east-1,general,2,64,500,3.7,On-Demand,360,160.4
Azure,ap-south-1,general,4,16,200,4.46,On-Demand,360,106.62
Azure,eu-west-1,compute,4,32,100,4.45,On-Demand,720,125.32
GCP,us-west-2,general,4,16,100,0.72,Reserved,360,43.35
GCP,us-west-2,compute,2,32,500,0.52,On-Demand,360,82.63
GCP,us-east-1,general,2,8,100,1.59,Reserved,720,30.79
AWS,ap-south-1,memory,16,8,500,2.6,On-Demand,360,177.1
Azure,eu-west-1,general,4,8,100,1.32,Reserved,360,43.53
GCP,us-west-2,compute,2,64,200,3.76,On-Demand,360,140.07
GCP,us-west-2,compute,16,32,1000,0.9,Reserved,720,149.04
Azure,us-west-2,general,8,16,1000,2.65,Reserved,720,114.34
AWS,us-west-2,compute,2,32,500,2.06,On-Demand,360,100.84
Azure,us-west-2,general,4,8,1000,1.36,On-Demand,360,103.36
GCP,ap-south-1,memory,2,16,500,1.11,On-Demand,360,66.4
Azure,us-east-1,memory,8,64,200,3.68,Reserved,720,144.94
GCP,eu-west-1,compute,2,8,1000,0.6,On-Demand,720,72.77
GCP,ap-south-1,memory,4,8,100,4.33,On-Demand,360,80.44
Azure,eu-west-1,general,8,16,1000,2.65,On-Demand,720,158.81
Azure,us-east-1,compute,2,8,200,2.56,On-Demand,720,61.15
AWS,ap-south-1,compute,2,16,100,1.77,On-Demand,720,57.83
GCP,us-east-1,memory,2,32,1000,2.73,On-Demand,360,122.9
GCP,eu-west-1,general,4,16,100,2.91,On-Demand,720,78.94
GCP,eu-west-1,memory,8,8,200,0.92,Reserved,360,60.52
GCP,us-east-1,general,2,16,200,0.75,On-Demand,360,50.49
GCP,us-east-1,general,2,8,200,2.16,On-Demand,360,51.91
Azure,ap-south-1,general,2,16,200,3.62,Reserved,720,59.71
GCP,us-east-1,general,4,8,500,1.75,On-Demand,360,75.48
Azure,eu-west-1,memory,2,32,200,1.83,On-Demand,720,89.53
AWS,us-east-1,general,2,16,200,3.83,On-Demand,720,80.87
GCP,us-west-2,compute,8,32,200,4,On-Demand,720,142.31
AWS,us-west-2,general,16,16,500,0.76,On-Demand,720,171.74
Azure,us-east-1,compute,8,64,1000,2.61,On-Demand,360,228.99
Azure,us-east-1,general,2,8,100,4.47,On-Demand,720,74.48
AWS,us-west-2,compute,8,64,500,2.69,On-Demand,360,196.31
GCP,us-west-2,general,2,32,500,4.36,Reserved,720,83.13
Azure,ap-south-1,compute,4,32,200,1.92,On-Demand,720,106.13
Azure,us-east-1,compute,4,16,100,3.11,Reserved,720,64.18
Azure,us-west-2,memory,4,32,200,0.6,Reserved,360,67.44
Azure,ap-south-1,general,2,8,500,3.56,On-Demand,360,84.78
Azure,us-west-2,compute,8,16,1000,3.03,Reserved,720,116.93
Azure,us-east-1,memory,8,8,1000,2.94,On-Demand,360,149.79
AWS,us-east-1,general,8,32,100,0.6,On-Demand,720,114.7
GCP,us-east-1,compute,2,16,100,2.56,On-Demand,720,61.69
GCP,ap-south-1,compute,2,16,100,3.51,Reserved,720,50.27
GCP,us-west-2,compute,2,32,1000,0.61,On-Demand,360,104.78
GCP,ap-south-1,compute,2,8,100,3.85,On-Demand,720,62.08
AWS,ap-south-1,memory,2,8,100,3.41,On-Demand,720,61.39
AWS,eu-west-1,memory,16,32,100,4.75,Reserved,360,152.68
GCP,us-east-1,general,8,8,500,4.45,On-Demand,720,127.06
Azure,us-west-2,compute,4,8,200,1.98,On-Demand,360,71.42
GCP,us-west-2,memory,2,32,1000,3.85,On-Demand,360,132.48
Azure,ap-south-1,general,2,16,500,4.99,Reserved,360,79.24
Azure,eu-west-1,compute,2,32,500,1.2,On-Demand,720,97.76
AWS,ap-south-1,compute,8,16,100,4.46,Reserved,360,91.47
Azure,us-west-2,memory,8,8,200,2.49,Reserved,720,77.57
AWS,ap-south-1,memory,8,32,1000,2.87,On-Demand,720,175.63
GCP,eu-west-1,memory,8,32,100,4.76,On-Demand,720,144.53
AWS,ap-south-1,compute,8,16,200,2.14,On-Demand,720,110.66
Azure,ap-south-1,memory,8,8,1000,0.64,On-Demand,720,128.06
Azure,us-east-1,general,2,64,1000,4.45,On-Demand,360,199.13
Azure,eu-west-1,compute,16,64,1000,2.58,On-Demand,720,291.71
GCP,us-west-2,compute,16,32,100,4.46,On-Demand,720,198.97
AWS,us-west-2,memory,16,32,1000,2.85,On-Demand,360,235.45
GCP,ap-south-1,memory,8,64,1000,4.54,On-Demand,720,223.69
AWS,ap-south-1,general,2,32,100,2.91,Reserved,360,65.15
GCP,eu-west-1,compute,2,8,200,4.59,Reserved,360,52.33
GCP,eu-west-1,memory,4,32,500,0.7,On-Demand,720,98.42
Azure,ap-south-1,compute,2,16,100,4.52,On-Demand,360,86.71
GCP,eu-west-1,compute,16,16,200,1.97,On-Demand,720,160.67
GCP,eu-west-1,compute,2,32,200,3.42,Reserved,360,68.11
AWS,eu-west-1,compute,8,16,500,3.15,Reserved,720,95.94
GCP,eu-west-1,general,2,32,200,2.28,On-Demand,360,84.85
Azure,us-west-2,general,8,32,1000,2.56,On-Demand,360,181.48
GCP,us-west-2,general,4,32,200,2.3,Reserved,360,71.48
AWS,us-east-1,memory,4,16,1000,1.78,On-Demand,720,113.42
AWS,eu-west-1,memory,4,64,200,4.36,Reserved,360,120.84
GCP,us-east-1,general,4,32,200,3.66,Reserved,360,79.85
GCP,us-west-2,memory,16,8,1000,2.62,On-Demand,360,189.79
AWS,us-east-1,general,2,16,1000,2.44,On-Demand,720,104.36
Azure,eu-west-1,memory,4,8,100,2.31,Reserved,720,50.27
GCP,ap-south-1,general,2,8,500,2.37,Reserved,720,47.9
Azure,us-west-2,compute,8,32,1000,0.92,Reserved,360,119.51
Azure,us-west-2,memory,4,8,100,2.48,Reserved,720,51.42
GCP,ap-south-1,compute,8,16,1000,1.27,On-Demand,360,131.89
Azure,ap-south-1,memory,16,64,200,3.98,On-Demand,720,267.14
AWS,us-east-1,general,16,16,100,3.26,On-Demand,720,176.24
Azure,us-west-2,memory,4,8,100,4.87,Reserved,360,67.68
AWS,us-east-1,general,4,8,200,3.1,On-Demand,720,78.1
GCP,eu-west-1,general,2,32,200,2.17,Reserved,720,60.42
Azure,us-west-2,compute,4,8,100,2.34,On-Demand,720,70.1
AWS,ap-south-1,compute,2,8,1000,2.16,On-Demand,360,90.64
AWS,us-west-2,memory,2,32,500,3.85,Reserved,360,84.2
GCP,us-east-1,compute,4,64,100,4.84,Reserved,720,114.68
Azure,eu-west-1,compute,4,16,500,0.93,On-Demand,720,87.43
AWS,us-east-1,memory,2,8,1000,2.39,On-Demand,720,92.71
AWS,ap-south-1,compute,4,16,1000,0.78,On-Demand,720,104.42
GCP,us-west-2,general,2,16,100,1.62,Reserved,720,38.63
Azure,ap-south-1,general,8,32,100,1.6,On-Demand,720,129.89
Azure,eu-west-1,general,2,16,100,1.81,Reserved,360,43.99
AWS,eu-west-1,compute,2,32,500,2.12,On-Demand,720,101.38
Azure,us-east-1,compute,2,64,100,0.51,On-Demand,360,119.37
Azure,ap-south-1,general,4,16,200,2.75,On-Demand,360,90.46
Azure,us-east-1,general,2,8,100,2.08,On-Demand,720,51.89
Azure,ap-south-1,general,8,64,500,2.87,On-Demand,720,207.83
Azure,us-west-2,memory,4,64,1000,3.23,Reserved,720,146.41
Azure,us-west-2,memory,2,8,200,1.15,Reserved,720,34.44
Azure,ap-south-1,compute,2,16,1000,3.61,On-Demand,720,120.63
AWS,us-east-1,memory,2,8,100,1.86,On-Demand,360,47.44
AWS,us-west-2,compute,2,32,500,5,On-Demand,720,127.3
Azure,eu-west-1,memory,4,8,500,1.53,On-Demand,720,81.34
Azure,eu-west-1,compute,16,8,200,2.39,On-Demand,360,169.8
GCP,ap-south-1,memory,2,8,200,1.47,On-Demand,720,46.01
AWS,ap-south-1,general,8,8,200,2.36,On-Demand,720,101.44
GCP,us-east-1,compute,4,64,1000,3.25,On-Demand,720,184.16
AWS,ap-south-1,general,4,32,1000,1.91,Reserved,360,98.63
GCP,ap-south-1,memory,4,16,500,2.03,Reserved,720,63.73
GCP,eu-west-1,memory,16,64,500,4.23,On-Demand,360,256.66
GCP,eu-west-1,memory,2,32,200,1.22,On-Demand,360,75.79
AWS,us-west-2,memory,2,32,100,3.92,On-Demand,360,99.58
AWS,us-west-2,compute,16,16,100,2.16,Reserved,720,119.76
Azure,eu-west-1,general,4,16,200,1.79,On-Demand,360,81.39
AWS,us-west-2,general,8,16,200,2.05,On-Demand,360,109.85
AWS,ap-south-1,general,8,64,200,1.78,On-Demand,720,174.62
AWS,eu-west-1,general,8,64,500,2.44,On-Demand,720,194.06
AWS,us-west-2,memory,8,16,200,3.08,On-Demand,720,119.12
Azure,us-east-1,memory,2,32,500,3.09,On-Demand,720,115.62
Azure,us-west-2,general,2,8,100,1.31,Reserved,720,32.12
AWS,eu-west-1,general,2,64,200,0.67,Reserved,720,86.13
GCP,us-west-2,compute,8,8,200,1.6,On-Demand,720,89.87
GCP,us-east-1,compute,4,8,500,3.22,On-Demand,720,88.05
AWS,ap-south-1,compute,8,16,200,4.35,On-Demand,720,130.55
Azure,ap-south-1,general,4,32,500,1.88,On-Demand,720,119.93
GCP,ap-south-1,memory,8,32,1000,1.34,On-Demand,360,153.77
Azure,eu-west-1,compute,2,8,100,4.63,On-Demand,360,75.99
Azure,us-east-1,general,8,16,500,1.65,On-Demand,720,125.74
GCP,ap-south-1,general,2,16,500,1.29,Reserved,360,48.91
AWS,us-east-1,general,8,16,1000,1.83,Reserved,720,103.59
Azure,ap-south-1,memory,2,8,1000,3.57,On-Demand,360,108.5
GCP,ap-south-1,memory,16,16,500,2.4,On-Demand,720,177.18
Azure,eu-west-1,general,2,16,500,0.9,On-Demand,360,71.4
GCP,us-east-1,general,4,32,100,4.12,On-Demand,360,110.56
AWS,us-west-2,general,4,32,1000,3.09,On-Demand,720,147.61
AWS,eu-west-1,compute,16,8,200,2.02,On-Demand,360,158.38
AWS,eu-west-1,general,2,32,1000,4.73,Reserved,720,106.11
Azure,ap-south-1,memory,2,16,100,3.97,On-Demand,360,81.51
AWS,eu-west-1,memory,2,16,100,2.89,On-Demand,720,67.91
AWS,eu-west-1,memory,2,64,200,2.63,Reserved,720,98.83
AWS,ap-south-1,memory,16,16,100,2.98,On-Demand,720,173.72
AWS,us-west-2,memory,8,16,1000,2.71,On-Demand,720,151.79
GCP,ap-south-1,general,8,16,200,3.18,On-Demand,360,114.02
GCP,us-west-2,compute,8,32,500,1.79,Reserved,720,98.09
Azure,eu-west-1,general,2,64,200,3.77,On-Demand,720,154.91
GCP,ap-south-1,memory,16,16,200,2.78,On-Demand,720,167.6
GCP,us-west-2,memory,16,8,1000,1.05,On-Demand,720,176.37
GCP,eu-west-1,general,2,16,100,0.74,On-Demand,720,46.13
GCP,us-west-2,compute,16,16,500,5,On-Demand,720,199.4
GCP,us-west-2,compute,4,8,500,0.73,On-Demand,360,66.76
AWS,us-west-2,compute,2,8,100,4.4,On-Demand,720,70.3
Azure,us-east-1,memory,16,16,100,2.2,Reserved,720,126.03
GCP,us-west-2,memory,4,64,1000,2.42,On-Demand,360,177.06
GCP,ap-south-1,memory,4,8,100,3.59,On-Demand,720,74.11
Azure,ap-south-1,compute,4,8,500,4.15,Reserved,720,76.39
GCP,us-west-2,general,2,32,200,4.84,Reserved,720,76.85
GCP,ap-south-1,compute,4,16,100,3.29,Reserved,360,59.17
Azure,eu-west-1,compute,16,32,200,2.33,On-Demand,720,204.51
AWS,us-east-1,memory,2,8,1000,4.88,On-Demand,720,115.12
AWS,eu-west-1,general,4,16,100,4.72,On-Demand,720,99.38
Azure,us-west-2,compute,8,8,100,0.74,Reserved,720,62.26
AWS,us-east-1,compute,2,32,500,4.56,On-Demand,720,123.34
AWS,us-east-1,memory,2,16,200,3.83,On-Demand,360,80.87
AWS,us-west-2,compute,2,16,500,4.41,On-Demand,720,99.59
AWS,ap-south-1,memory,2,32,100,2.53,On-Demand,720,87.07
GCP,eu-west-1,compute,4,32,100,0.9,On-Demand,360,83.03
Azure,us-east-1,general,2,16,200,1.62,On-Demand,720,64.03
AWS,ap-south-1,compute,2,8,500,2.49,On-Demand,360,71.11
AWS,us-east-1,general,4,32,200,2.13,Reserved,720,74.14
Azure,us-west-2,general,16,32,1000,2.11,On-Demand,720,240.23
GCP,us-east-1,general,4,32,200,3.46,On-Demand,720,109.19
AWS,us-west-2,compute,8,16,1000,2.98,On-Demand,720,154.22
AWS,eu-west-1,compute,16,16,500,3.79,On-Demand,720,199.01
GCP,us-east-1,memory,8,32,500,0.9,On-Demand,360,128.63
Azure,us-east-1,general,4,32,500,2.3,On-Demand,360,123.9
AWS,us-west-2,compute,8,8,100,0.89,Reserved,720,60.27
AWS,us-west-2,memory,4,32,1000,1.45,On-Demand,720,132.85
Azure,us-east-1,compute,4,32,200,1.22,On-Demand,720,99.52
GCP,eu-west-1,memory,16,16,100,3.17,On-Demand,720,166.66
Azure,ap-south-1,general,4,32,100,3.07,On-Demand,720,112.28
AWS,us-east-1,memory,2,8,1000,1.89,On-Demand,720,88.21
GCP,us-east-1,compute,8,16,200,2.21,On-Demand,720,105.73
GCP,us-east-1,memory,8,8,200,4.58,On-Demand,720,115.35
GCP,us-west-2,general,2,16,100,0.59,On-Demand,720,44.85
Azure,us-east-1,compute,8,8,500,3.71,Reserved,360,96.08
Azure,ap-south-1,compute,8,32,1000,1.9,On-Demand,720,175.24
Azure,eu-west-1,memory,16,32,1000,0.92,On-Demand,720,228.98
AWS,us-east-1,general,2,8,1000,1.31,On-Demand,720,82.99
Azure,us-west-2,general,4,16,500,1.51,Reserved,720,66.9
GCP,us-west-2,general,16,32,100,2.97,Reserved,720,134.08
AWS,eu-west-1,compute,2,8,500,2.41,On-Demand,720,70.39
AWS,eu-west-1,compute,8,16,500,4.5,On-Demand,720,145.4
AWS,us-east-1,general,8,16,200,1.63,On-Demand,720,106.07
GCP,us-east-1,memory,4,16,500,1.58,On-Demand,720,84.66
Azure,ap-south-1,compute,2,8,200,2.37,Reserved,360,42.74
GCP,ap-south-1,memory,2,32,500,2.62,Reserved,720,72.42
Azure,ap-south-1,memory,8,8,200,3.74,Reserved,360,86.08
AWS,us-east-1,general,2,32,1000,4.7,Reserved,360,105.91
AWS,us-west-2,compute,2,8,200,1.49,On-Demand,360,48.61
GCP,ap-south-1,general,2,64,1000,2.13,On-Demand,720,160.33
Azure,eu-west-1,general,16,16,200,2.14,Reserved,720,129.02
AWS,us-west-2,general,16,8,200,0.97,On-Demand,720,148.93
GCP,eu-west-1,compute,2,16,500,1.39,On-Demand,720,68.79
GCP,us-west-2,compute,2,8,200,2.11,Reserved,360,37.07
Azure,us-west-2,memory,8,8,1000,3.07,Reserved,720,108.74
Azure,us-west-2,compute,2,64,100,0.92,On-Demand,720,123.25
Azure,eu-west-1,compute,16,16,1000,4.6,On-Demand,720,240.24
AWS,eu-west-1,compute,2,8,200,3.06,Reserved,360,45.17
GCP,ap-south-1,memory,2,32,200,2.71,Reserved,720,63.74
Azure,us-west-2,memory,2,16,200,0.78,On-Demand,360,56.09
GCP,us-east-1,compute,8,8,1000,1.37,On-Demand,720,122.1
AWS,eu-west-1,memory,2,64,100,0.68,Reserved,360,82.96
AWS,eu-west-1,general,4,8,100,0.54,On-Demand,720,50.56
Azure,us-west-2,memory,16,16,500,3.35,On-Demand,720,204.8
AWS,eu-west-1,general,2,32,1000,4.53,On-Demand,720,145.57
GCP,us-east-1,general,16,8,200,1.63,Reserved,360,105.93
GCP,ap-south-1,compute,8,8,100,3.65,On-Demand,720,103.12
AWS,eu-west-1,memory,16,8,200,0.73,On-Demand,360,146.77
AWS,ap-south-1,compute,4,32,100,3.54,On-Demand,720,111.16
AWS,us-west-2,compute,4,16,100,4.5,On-Demand,360,97.4
GCP,us-west-2,general,2,8,500,3.85,Reserved,360,57.01
AWS,eu-west-1,general,2,8,1000,3.64,On-Demand,720,103.96
Azure,eu-west-1,general,4,32,200,3.96,Reserved,720,90.3
Azure,ap-south-1,general,4,32,1000,4.06,On-Demand,360,164.16
GCP,us-east-1,compute,2,32,1000,2.85,Reserved,360,89.23
AWS,eu-west-1,general,4,8,100,1.84,On-Demand,720,62.26
AWS,us-west-2,compute,2,64,1000,1.69,On-Demand,720,164.81
AWS,us-west-2,memory,2,8,100,4.57,On-Demand,720,71.83
Azure,us-east-1,memory,2,64,500,4.83,On-Demand,720,179.1
Azure,eu-west-1,compute,16,16,500,2.04,Reserved,720,138.54
Azure,eu-west-1,compute,4,64,500,3.88,Reserved,720,133.83
Azure,eu-west-1,compute,4,16,1000,1.27,On-Demand,360,114.27
Azure,us-east-1,compute,4,32,1000,3.27,On-Demand,360,156.69
GCP,us-west-2,memory,2,32,500,3.19,On-Demand,360,105.46
GCP,us-west-2,compute,8,32,100,2.34,On-Demand,720,123.84
AWS,ap-south-1,compute,4,32,100,1.56,On-Demand,720,93.34
AWS,us-west-2,memory,4,16,500,3.35,On-Demand,720,105.05
Azure,us-west-2,general,4,16,1000,1.58,Reserved,360,84.38
AWS,us-east-1,general,2,8,200,4.01,Reserved,720,51.33
GCP,us-west-2,memory,4,16,200,0.56,Reserved,720,45.44
GCP,ap-south-1,memory,8,32,1000,2.11,On-Demand,720,160.35
AWS,eu-west-1,general,4,8,500,2.16,Reserved,360,59.86
Azure,eu-west-1,compute,2,32,100,3.13,Reserved,360,69.91
GCP,ap-south-1,memory,8,32,500,1.87,On-Demand,720,136.92
AWS,us-east-1,compute,4,64,200,2.17,On-Demand,720,148.13
Azure,us-east-1,general,2,16,1000,1.97,Reserved,360,75.7
AWS,us-west-2,compute,8,64,1000,2.9,Reserved,720,158.9
Azure,ap-south-1,general,16,8,200,4.99,On-Demand,720,194.37
Azure,eu-west-1,compute,8,8,100,4.91,Reserved,720,90.64
GCP,us-west-2,general,16,16,100,2.15,On-Demand,720,157.94
GCP,us-east-1,compute,16,16,100,3.24,On-Demand,720,167.26
AWS,us-east-1,memory,2,8,500,2.01,Reserved,720,48.09
AWS,ap-south-1,memory,8,64,500,4.24,On-Demand,720,210.26
Azure,us-west-2,memory,2,64,500,2.88,On-Demand,360,160.67
GCP,us-west-2,memory,2,8,1000,4.23,On-Demand,360,103.81
Azure,us-west-2,general,8,64,100,4.87,On-Demand,360,207.83
Azure,us-west-2,compute,2,64,500,3.21,Reserved,360,117.93
Azure,us-east-1,general,8,64,500,3.86,On-Demand,360,217.18
Azure,ap-south-1,compute,16,64,500,2.6,On-Demand,720,268.28
Azure,ap-south-1,compute,2,32,1000,2.47,On-Demand,360,133.38
Azure,us-west-2,compute,4,16,200,1.11,Reserved,360,53.97
AWS,us-west-2,memory,16,32,1000,3.58,On-Demand,360,242.02
GCP,us-west-2,compute,8,16,100,2.17,On-Demand,360,101.11
GCP,us-west-2,compute,2,8,200,1.79,On-Demand,720,48.74
Azure,us-west-2,compute,2,16,1000,1.73,On-Demand,360,102.87
