user_id,user_type,country,request_type,model_used,device_type,prompt_length,requests_per_min,toxic_score,jailbreak_score,anomaly_score,failed_requests,session_duration_sec,api_cost_usd,misuse_label
user_18790,free,India,image_generation,vision_model,web,1721,58.09,0.836,0.018,0.984,17,5187,4.308,1
user_72050,premium,USA,code_generation,code_llm,mobile,4048,91.42,0.082,0.947,0.098,1,6222,3.735,1
user_57924,premium,Singapore,text_generation,vision_model,web,626,136.98,0.756,0.322,0.3,16,7742,3.808,1
user_13568,free,Singapore,text_generation,code_llm,web,3322,36.31,0.128,0.375,0.764,7,8440,6.469,0
user_71847,free,Germany,code_generation,vision_model,api,2826,122.81,0.464,0.055,0.994,14,6743,0.064,1
user_42596,free,USA,code_generation,gpt_like,api,49,35.02,0.401,0.865,0.285,25,7481,1.906,1
user_39315,internal,Canada,text_generation,gpt_like,web,1800,129.07,0.846,0.302,0.85,24,5235,2.515,1
user_18191,premium,Singapore,image_generation,vision_model,mobile,2123,100.4,0.696,0.253,0.703,2,3532,0.743,1
user_21908,free,USA,image_generation,gpt_like,web,4405,128.07,0.381,0.915,0.379,24,7059,4.054,1
user_2415,free,Germany,code_generation,code_llm,api,1102,55.84,0.857,0.414,0.714,16,4902,6.332,1
user_41276,free,Germany,image_generation,vision_model,api,1943,0.15,0.132,0.963,0.539,19,4778,6.012,1
user_48650,bot,Germany,code_generation,code_llm,mobile,876,116.94,0.775,0.193,0.908,7,8485,3.661,1
user_65427,free,India,code_generation,gpt_like,web,2873,72.24,0.222,0.612,0.401,10,5510,4.795,1
user_16406,free,Canada,code_generation,gpt_like,mobile,3284,25.71,0.108,0.228,0.159,13,2041,4.306,0
user_30336,free,Australia,image_generation,code_llm,web,1108,83.64,0.144,0.949,0.189,14,3716,1.479,1
user_78316,free,UK,image_generation,gpt_like,api,1706,111.06,0.969,0.595,0.177,10,6581,0.086,1
user_40871,premium,Germany,code_generation,code_llm,web,2700,56.52,0.346,0.657,0.671,19,2500,5.724,1
user_13221,free,India,text_generation,code_llm,mobile,3007,19.09,0.345,0.059,0.358,28,6643,4.917,0
user_22116,internal,USA,image_generation,code_llm,web,1025,30.12,0.336,0.049,0.874,24,3104,5.273,1
user_40790,bot,Germany,code_generation,code_llm,web,1365,69.13,0.632,0.998,0.166,29,4063,0.804,1
user_42474,free,Singapore,text_generation,vision_model,mobile,1980,95.88,0.317,0.953,0.662,24,3910,3.194,1
user_41100,free,Germany,code_generation,vision_model,api,714,83.94,0.17,0.753,0.776,7,8942,1.48,1
user_6416,premium,USA,text_generation,gpt_like,mobile,316,100.64,0.394,0.885,0.392,24,5303,2.022,1
user_16251,free,Singapore,code_generation,code_llm,mobile,2788,24.78,0.836,0.861,0.049,10,4858,5.243,1
user_28074,premium,Germany,code_generation,vision_model,mobile,1153,7.67,0.331,0.47,0.265,9,748,1.913,0
user_66447,premium,USA,image_generation,vision_model,api,2747,41.2,0.249,0.73,0.019,2,6226,4.892,1
user_58684,premium,UK,text_generation,gpt_like,mobile,2819,12.63,0.843,0.715,0.348,12,6456,4.625,1
user_78700,free,UK,code_generation,vision_model,web,1281,36.2,0.742,0.179,0.85,12,2899,0.513,1
user_55822,free,Germany,text_generation,gpt_like,api,1668,79.69,0.744,0.833,0.465,28,4902,4.357,1
user_69004,bot,Singapore,image_generation,code_llm,web,2976,97.63,0.75,0.84,0.053,23,7595,6.4,1
user_52580,free,Singapore,image_generation,vision_model,api,1095,15.89,0.638,0.818,0.821,28,3797,6.945,1
user_56300,premium,India,image_generation,vision_model,api,2214,125.2,0.628,0.732,0.583,25,8231,5.436,1
user_44655,free,Singapore,image_generation,vision_model,web,4108,68.97,0.518,0.743,0.03,26,305,3.678,1
user_3027,free,USA,image_generation,code_llm,mobile,1173,68.68,0.28,0.358,0.55,4,6422,6.047,0
user_12944,bot,Australia,code_generation,code_llm,api,3230,31.41,0.029,0.953,0.556,26,1103,0.815,1
user_1315,free,Canada,code_generation,gpt_like,web,3364,36.79,0.562,0.952,0.831,10,7922,4.397,1
user_37757,premium,Canada,text_generation,gpt_like,api,591,112.94,0.679,0.777,0.221,20,6428,4.848,1
user_25268,free,India,code_generation,code_llm,web,4291,79.32,0.116,0.729,0.164,7,8508,3.241,1
user_52011,free,Singapore,code_generation,gpt_like,mobile,1460,135.5,0.027,0.651,0.221,1,3759,3.5,1
user_65544,free,Germany,image_generation,vision_model,api,1866,133.07,0.356,0.641,0.377,22,8419,2.176,1
user_71293,free,UK,code_generation,code_llm,mobile,3607,124.38,0.649,0.579,0.09,7,668,0.967,1
user_41640,free,USA,text_generation,gpt_like,mobile,2717,49.19,0.691,0.889,0.698,8,750,2.109,1
user_30967,free,USA,image_generation,code_llm,mobile,2852,28.25,0.415,0.445,0.237,11,5860,1.542,0
user_29798,bot,UK,text_generation,gpt_like,mobile,3611,93.01,0.823,0.706,0.214,2,7896,2.53,1
user_62788,bot,India,image_generation,gpt_like,api,2835,30.1,0.619,0.496,0.793,29,2836,3.657,1
user_32461,free,Australia,image_generation,code_llm,mobile,1735,25.21,0.75,0.573,0.644,20,6841,6.386,1
user_64496,free,Germany,code_generation,vision_model,api,795,98.97,0.747,0.287,0.575,6,8404,3.987,1
user_67247,free,Australia,text_generation,vision_model,api,1136,13.79,0.074,0.226,0.705,12,1709,3.977,0
user_12085,bot,USA,image_generation,code_llm,mobile,1874,119.49,0.185,0.271,0.251,6,6972,4.323,1
user_74460,free,India,image_generation,gpt_like,api,3037,134.76,0.183,0.509,0.112,6,988,1.036,1
user_59852,free,Canada,text_generation,code_llm,mobile,2136,113.52,0.316,0.341,0.983,25,6542,0.757,1
user_74998,free,Singapore,image_generation,gpt_like,mobile,876,106.51,0.524,0.005,0.502,1,481,6.859,1
user_3560,free,Germany,text_generation,vision_model,mobile,2973,35.07,0.915,0.169,0.204,28,3851,3.009,1
user_20944,free,Singapore,code_generation,gpt_like,mobile,1001,79.4,0.887,0.494,0.95,27,974,0.463,1
user_68713,free,Germany,text_generation,vision_model,api,2178,95.73,0.219,0.412,0.329,28,2027,3.35,1
user_61161,free,Australia,image_generation,code_llm,web,1254,63.95,0.028,0.043,0.347,3,8242,6.519,0
user_21098,internal,Germany,text_generation,vision_model,mobile,1529,134.87,0.653,0.225,0.296,17,8346,0.58,1
user_28475,premium,Canada,text_generation,vision_model,api,4245,28.75,0.313,0.449,0.969,19,3689,3.745,1
user_43736,bot,UK,code_generation,code_llm,web,2799,39.93,0.597,0.979,0.266,3,5860,2.512,1
user_22416,free,India,code_generation,gpt_like,api,4268,102.67,0.701,0.539,0.297,6,1249,1.774,1
user_3948,free,India,text_generation,code_llm,web,1421,39.16,0.47,0.345,0.888,24,8616,5.821,1
user_3520,free,India,code_generation,gpt_like,mobile,276,26.21,0.889,0.086,0.366,19,2598,3.601,1
user_73805,free,USA,image_generation,code_llm,web,1836,137.23,0.361,0.505,0.634,23,7068,6.438,1
user_63976,free,Canada,text_generation,vision_model,web,222,123.91,0.504,0.657,0.869,17,7321,1.571,1
user_14336,free,USA,text_generation,gpt_like,mobile,4108,40.49,0.994,0.172,0.947,29,1574,4.327,1
user_61112,premium,Singapore,text_generation,gpt_like,web,2695,101.74,0.7,0.516,0.398,10,4655,6.104,1
user_15020,bot,UK,code_generation,code_llm,web,3533,138.1,0.885,0.434,0.493,28,3732,6.863,1
user_65566,free,Singapore,image_generation,vision_model,web,3279,68.41,0.276,0.253,0.305,23,4339,2.478,0
user_17746,free,India,text_generation,code_llm,api,4070,109.73,0.308,0.17,0.142,19,7005,2.015,1
user_68792,premium,USA,image_generation,vision_model,mobile,50,35.46,0.175,0.635,0.165,9,3998,5.339,0
user_79372,premium,Canada,code_generation,vision_model,mobile,790,1.41,0.484,0.684,0.823,18,8212,5.886,1
user_26711,free,Singapore,image_generation,vision_model,api,4385,47.79,0.735,0.683,0.946,24,1934,5.434,1
user_5358,free,Canada,text_generation,code_llm,api,3832,3.63,0.564,0.697,0.476,16,3760,5.848,1
user_12339,free,Singapore,text_generation,code_llm,api,3013,92.61,0.686,0.221,0.322,23,3853,6.85,1
user_33039,bot,Australia,image_generation,code_llm,web,1021,41.42,0.373,0.934,0.47,2,8408,4.949,1
user_22245,free,India,code_generation,code_llm,web,2984,76.19,0.85,0.267,0.789,18,7028,5.509,1
user_18259,premium,USA,text_generation,vision_model,mobile,638,102.55,0.178,0.376,0.376,11,958,4.51,1
user_62086,free,UK,code_generation,code_llm,mobile,4452,116.28,0.766,0.684,0.257,25,2599,0.935,1
user_56107,bot,Canada,code_generation,code_llm,api,2967,98.88,0.292,0.089,0.344,8,7175,1.65,1
user_73665,internal,India,image_generation,code_llm,mobile,1073,77.79,0.717,0.683,0.475,27,5370,3.742,1
user_54003,premium,USA,text_generation,code_llm,web,2215,131.35,0.359,0.31,0.377,18,5478,3.669,1
user_49789,free,Germany,code_generation,vision_model,api,3511,137.4,0.124,0.817,0.157,27,396,6.931,1
user_41573,premium,Australia,code_generation,code_llm,mobile,2851,119.48,0.974,0.668,0.16,13,5635,0.362,1
user_56808,premium,Australia,code_generation,code_llm,web,627,7.68,0.512,0.979,0.823,29,2853,4.398,1
user_42588,bot,Germany,text_generation,gpt_like,api,4262,69.42,0.965,0.531,0.798,10,7214,0.189,1
user_77747,premium,USA,code_generation,gpt_like,api,560,135.5,0.784,0.472,0.463,16,1088,6.926,1
user_27300,free,India,code_generation,vision_model,api,1752,108.43,0.068,0.468,0.743,21,6582,3.368,1
user_48092,premium,UK,image_generation,vision_model,web,3662,59.61,0.57,0.049,0.29,8,5375,6.033,0
user_49408,bot,Canada,code_generation,gpt_like,api,3891,137.85,0.292,0.493,0.155,20,4491,1.434,1
user_66124,free,Singapore,text_generation,gpt_like,mobile,3118,99.44,0.101,0.468,0.933,1,933,5.578,1
user_36609,premium,UK,code_generation,gpt_like,api,3666,132.46,0.19,0.33,0.505,6,906,4.815,1
user_12139,free,Germany,image_generation,code_llm,web,317,90.71,0.723,0.969,0.666,16,5919,0.185,1
user_39245,bot,USA,image_generation,vision_model,mobile,282,127.43,0.8,0.81,0.334,16,6405,4.82,1
user_51160,free,Australia,image_generation,gpt_like,web,2799,76.32,0.026,0.352,0.491,10,7626,6.002,1
user_51787,free,India,image_generation,gpt_like,api,4452,1.68,0.929,0.848,0.267,1,859,0.955,1
user_29952,free,USA,text_generation,code_llm,web,782,110.53,0.164,0.855,0.846,16,6024,1.739,1
user_65403,bot,Germany,code_generation,vision_model,web,4294,70.39,0.806,0.243,0.236,11,3994,4.445,1
user_78538,free,USA,code_generation,code_llm,api,4096,53.71,0.557,0.42,0.388,17,2751,3.205,0
user_8529,free,Germany,code_generation,vision_model,api,939,111.73,0.156,0.642,0.969,16,4586,5.662,1
user_49478,free,USA,text_generation,gpt_like,mobile,3453,94.72,0.728,0.05,0.184,17,5337,2.852,1
user_63525,bot,India,code_generation,vision_model,web,4115,12.69,0.208,0.743,0.273,23,3378,6.534,1
user_70248,free,India,text_generation,code_llm,web,3025,7.58,0.447,0.538,0.168,27,4359,2.412,0
user_66091,free,Australia,code_generation,gpt_like,web,4087,105.51,0.636,0.961,0.137,2,5621,3.591,1
user_40826,free,India,text_generation,vision_model,mobile,1349,35.86,0.282,0.669,0.747,6,807,0.466,1
user_58885,free,USA,image_generation,vision_model,mobile,3035,121.06,0.679,0.399,0.802,26,393,3.871,1
user_20328,free,UK,image_generation,code_llm,api,615,96.06,0.287,0.595,0.706,0,5589,2.004,1
user_6906,free,USA,image_generation,gpt_like,web,154,92.92,0.554,0.439,0.624,3,6834,6.697,1
user_30107,free,Singapore,image_generation,gpt_like,api,552,61.47,0.256,0.914,0.672,2,1171,1.436,1
user_52412,free,UK,image_generation,code_llm,web,2538,25.24,0.39,0.15,0.303,17,6420,3.989,0
user_10153,free,UK,text_generation,vision_model,api,3268,102.63,0.36,0.968,0.048,26,8111,1.195,1
user_47213,free,Canada,text_generation,vision_model,web,86,4.83,0.096,0.095,0.178,13,3424,1.116,0
user_32679,internal,India,text_generation,vision_model,web,3780,21.51,0.293,0.528,0.692,15,5291,2.086,0
user_20612,premium,Australia,code_generation,gpt_like,api,194,119.2,0.911,0.723,0.117,9,8486,3.18,1
user_31907,free,India,text_generation,code_llm,api,3974,30.99,0.462,0.875,0.698,26,4497,6.285,1
user_54551,premium,Australia,code_generation,code_llm,mobile,4370,1.04,0.725,0.518,0.365,2,2208,4.886,1
user_4966,premium,Germany,text_generation,code_llm,api,935,55.7,0.228,0.256,0.524,17,8868,1.647,0
user_55433,free,Canada,image_generation,gpt_like,api,2485,82.47,0.165,0.195,0.407,26,2544,5.916,1
user_22401,internal,USA,image_generation,code_llm,web,2195,69.34,0.735,0.988,0.279,15,4661,0.334,1
user_22539,premium,USA,code_generation,vision_model,web,3320,127.01,0.397,0.655,0.417,11,464,6.656,1
user_35018,free,Germany,image_generation,gpt_like,mobile,3757,101.49,0.518,0.801,0.294,1,7270,4.638,1
user_60542,premium,Australia,text_generation,gpt_like,api,1357,96.41,0.643,0.276,0.631,26,3317,3.881,1
user_71224,free,USA,image_generation,code_llm,api,623,73.99,0.398,0.634,0.348,16,719,2.647,1
user_64534,free,Canada,text_generation,gpt_like,api,2182,60.36,0.41,0.689,0.91,29,1372,4.005,1
user_37555,premium,India,code_generation,gpt_like,api,1055,30.29,0.729,0.196,0.554,26,6009,2.006,1
user_11470,free,Singapore,image_generation,vision_model,web,3262,36.82,0.802,0.906,0.266,21,4709,0.226,1
user_39426,free,USA,text_generation,code_llm,api,2145,112.79,0.198,0.758,0.022,25,3888,3.18,1
user_75729,bot,India,text_generation,vision_model,web,1643,72.22,0.268,0.293,0.448,7,4466,2.239,1
user_53924,free,UK,image_generation,code_llm,mobile,555,130.58,0.862,0.614,0.241,9,5467,4.508,1
user_59954,free,Germany,code_generation,code_llm,web,1469,73.83,0.746,0.385,0.965,17,4703,5.409,1
user_37759,free,Singapore,image_generation,vision_model,web,1288,135.08,0.093,0.527,0.55,19,5235,0.684,1
user_75831,free,USA,image_generation,code_llm,web,3589,1.38,0.722,0.217,0.286,14,4086,6.099,1
user_15735,free,Germany,code_generation,gpt_like,api,737,48.16,0.72,0.767,0.804,11,1937,3.042,1
user_48011,free,USA,text_generation,gpt_like,mobile,2472,45.16,0.027,0.323,0.594,21,6129,2.892,0
user_69568,bot,Canada,code_generation,code_llm,web,3581,85.44,0.789,0.406,0.605,13,7499,3.36,1
user_37671,bot,Canada,image_generation,vision_model,mobile,1306,101.59,0.66,0.104,0.026,1,1845,1.983,1
user_26836,free,UK,code_generation,gpt_like,mobile,1641,100.27,0.374,0.655,0.679,4,1821,4.617,1
user_61854,premium,India,image_generation,vision_model,mobile,3744,68.97,0.232,0.297,0.157,18,569,5.437,0
user_52488,free,USA,code_generation,vision_model,mobile,1109,110.43,0.561,0.226,0.793,20,789,1.981,1
user_37091,bot,UK,text_generation,vision_model,web,192,62.38,0.819,0.239,0.084,11,5678,4.694,1
user_8120,bot,Canada,image_generation,vision_model,web,79,39.16,0.257,0.362,0.401,16,6394,5.262,1
user_8859,premium,Australia,image_generation,code_llm,mobile,762,109.9,0.074,0.327,0.627,9,8779,3.261,1
user_31611,bot,Australia,text_generation,gpt_like,web,3886,117.6,0.368,0.56,0.697,2,7618,5.294,1
user_46477,free,USA,image_generation,vision_model,api,746,85.04,0.589,0.773,0.337,7,7731,1.191,1
user_7786,free,Germany,text_generation,vision_model,api,4011,48.67,0.773,0.252,0.354,20,2562,2.013,1
user_22185,free,Germany,code_generation,vision_model,api,3694,41.13,0.257,0.573,0.603,17,7166,4.487,0
user_70245,free,Canada,image_generation,vision_model,mobile,2514,122.27,0.498,0.425,0.636,11,4143,5.251,1
user_64906,bot,Australia,text_generation,code_llm,web,378,138.74,0.707,0.96,0.732,19,7282,4.211,1
user_70745,free,Canada,text_generation,code_llm,web,1777,87.02,0.403,0.455,0.668,27,4377,0.32,1
user_19003,premium,Canada,code_generation,gpt_like,api,4223,27.54,0.253,0.992,0.423,25,7792,2.278,1
user_78916,premium,Canada,text_generation,vision_model,web,3425,25.9,0.398,0.778,0.382,17,914,3.506,1
user_10707,free,Canada,code_generation,code_llm,mobile,1885,54.79,0.316,0.417,0.725,3,3841,0.682,0
user_25379,free,Australia,text_generation,code_llm,mobile,2961,81.54,0.061,0.861,0.79,0,4413,4.671,1
user_51277,free,Canada,image_generation,gpt_like,api,4279,10.54,0.511,0.59,0.593,2,8785,1.055,0
user_73442,free,Canada,text_generation,code_llm,mobile,924,138.49,0.956,0.756,0.961,27,4136,4.708,1
user_55756,free,Australia,text_generation,gpt_like,api,2738,120.63,0.607,0.238,0.588,4,6950,1.452,1
user_62579,bot,Germany,image_generation,code_llm,api,1962,111.37,0.109,0.188,0.659,15,5282,3.384,1
user_73884,premium,Australia,code_generation,gpt_like,api,2133,125.82,0.519,0.64,0.166,11,535,5.83,1
user_67111,bot,USA,code_generation,code_llm,api,107,9.84,0.443,0.944,0.484,16,5750,5.826,1
user_40939,free,Canada,image_generation,code_llm,api,1216,109.44,0.32,0.56,0.278,13,3752,1.043,1
user_16748,premium,Germany,text_generation,vision_model,api,3245,36.81,0.76,0.679,0.887,21,6431,2.79,1
user_69879,premium,Germany,text_generation,vision_model,mobile,2344,19.92,0.25,0.639,0.729,21,6163,4.683,0
user_43115,free,USA,image_generation,vision_model,mobile,3316,136.36,0.514,0.536,0.44,18,2365,6.318,1
user_63023,free,Singapore,code_generation,gpt_like,web,2934,31.85,0.628,0.123,0.021,6,7260,4.283,0
user_60984,free,India,text_generation,gpt_like,mobile,2023,88.52,0.747,0.496,0.136,8,4307,4.211,1
user_43495,free,Germany,code_generation,gpt_like,mobile,2863,74.49,0.096,0.429,0.358,12,5713,5.596,1
user_41747,bot,Australia,text_generation,code_llm,mobile,1543,103.31,0.735,0.202,0.912,5,3471,4.665,1
user_75690,bot,Singapore,image_generation,gpt_like,mobile,2897,64.02,0.181,0.99,0.302,21,4335,6.924,1
user_61378,free,Australia,image_generation,gpt_like,api,1595,10.26,0.309,0.712,0.994,4,938,1.756,1
user_22555,bot,Australia,text_generation,code_llm,web,1071,84.46,0.66,0.189,0.947,23,601,6.969,1
user_27623,bot,Australia,code_generation,code_llm,web,3042,37.43,0.349,0.631,0.113,3,8662,1.181,1
user_38309,premium,Canada,image_generation,gpt_like,mobile,2589,44.08,0.244,0.777,0.861,3,2206,1.837,1
user_51666,premium,Canada,text_generation,gpt_like,web,1972,21.11,0.115,0.571,0.122,24,2379,2.994,0
user_2067,free,India,image_generation,vision_model,api,1293,93.01,0.641,0.345,0.339,19,5974,0.83,1
user_18265,bot,Australia,image_generation,vision_model,mobile,2435,79.82,0.842,0.785,0.98,28,7429,0.309,1
user_73445,premium,UK,text_generation,vision_model,api,1238,34.72,0.75,0.541,0.308,2,2658,1.021,1
user_22416,bot,Australia,image_generation,vision_model,api,783,37.53,0.286,0.171,0.711,0,7688,6.27,1
user_53791,free,Canada,image_generation,gpt_like,api,563,22.58,0.42,0.903,0.951,13,2495,6.803,1
user_27125,free,Australia,image_generation,gpt_like,web,472,62.88,0.153,0.446,0.27,26,1486,5.151,0
user_77465,free,Germany,text_generation,gpt_like,web,1772,65.77,0.474,0.336,0.71,18,2973,4.45,0
user_54709,free,Canada,image_generation,gpt_like,api,3930,100.18,0.307,0.561,0.345,13,1673,4.055,1
user_42060,free,UK,image_generation,code_llm,web,2102,107.41,0.551,0.293,0.952,1,2705,6.553,1
user_32411,bot,UK,image_generation,gpt_like,mobile,4450,118.7,0.535,0.566,0.346,16,2603,2.742,1
user_53684,free,Singapore,code_generation,vision_model,web,3476,38.06,0.615,0.902,0.948,12,4281,3.795,1
user_36584,free,Australia,text_generation,code_llm,mobile,4464,106.9,0.661,0.976,0.638,27,4394,1.106,1
user_72947,premium,India,image_generation,gpt_like,web,660,5.62,0.396,0.302,0.95,24,8402,6.167,1
user_32602,free,Singapore,image_generation,gpt_like,api,1658,74.07,0.813,0.26,0.236,18,8074,6.028,1
user_73740,premium,Germany,code_generation,vision_model,mobile,3016,111.46,0.857,0.826,0.959,5,7932,6.01,1
user_19899,free,Australia,text_generation,code_llm,api,3190,96.54,0.52,0.124,0.827,22,5102,1.289,1
user_70588,premium,USA,text_generation,code_llm,web,4161,133.55,0.12,0.052,0.309,9,2143,2.668,1
user_50410,free,Singapore,image_generation,gpt_like,mobile,3258,15.25,0.752,0.821,0.601,28,1403,2.759,1
user_58852,free,USA,image_generation,vision_model,api,2192,4.47,0.235,0.742,0.058,6,3225,2.677,1
user_39554,bot,UK,code_generation,code_llm,mobile,2492,49.62,0.986,0.367,0.232,27,2588,3.464,1
user_13013,premium,Singapore,image_generation,vision_model,web,101,123.16,0.168,0.365,0.529,0,7045,6.141,1
user_46364,free,USA,image_generation,gpt_like,web,3843,94.66,0.001,0.375,0.422,15,1972,0.592,1
user_48213,bot,Canada,code_generation,vision_model,mobile,976,126.63,0.391,0.04,0.775,26,7503,4.464,1
user_37494,free,Australia,code_generation,code_llm,mobile,3380,90.04,0.877,0.279,0.584,9,4731,3.154,1
